automated_readability_index,automated_readability_index_simple,coleman_readability,easy_listening,flesch_kincaid_grade,flesch_reading_ease
12.04,64.0,90.55,1.0,1.7100000000000009,85.335
8.387999999999998,57.199999999999996,38.95,2.0,5.390000000000004,68.11499999999998
3.1762499999999996,47.375,74.425,3.0,3.110000000000003,91.26
6.620000000000001,54.0,61.883333333333326,3.0,5.710000000000001,74.93500000000002
16.18,72.0,47.55000000000001,1.0,8.309999999999999,42.66833333333335
9.6525,59.75,42.175,2.0,5.210000000000001,76.235
-2.9450000000000003,35.5,90.55,1.0,-3.09,126.51000000000002
12.0075,64.25,42.175,4.0,7.310000000000002,61.21000000000001
14.717500000000001,69.25,26.049999999999997,0.5,9.510000000000002,36.360000000000014
12.184999999999995,64.5,26.049999999999997,1.0,7.010000000000002,58.80166666666665
5.419285714285714,51.92857142857143,81.33571428571429,4.0,3.41,102.77785714285716
2.942499999999999,46.75,58.3,1.0,1.110000000000003,96.46000000000002
10.184999999999999,60.5,26.049999999999997,0.0,2.210000000000001,84.03500000000001
17.808,75.2,13.149999999999999,2.0,8.750000000000004,44.07499999999999
5.905000000000001,52.5,69.05,4.0,4.210000000000001,78.835
18.404285714285713,76.42857142857143,35.26428571428572,4.0,13.110000000000003,17.435000000000002
7.329999999999998,55.0,90.55,1.0,1.7100000000000009,85.335
5.562000000000001,51.800000000000004,64.75,3.0,5.390000000000004,68.11499999999998
7.475000000000001,55.5,69.05,4.0,5.609999999999999,68.81833333333333
10.329999999999998,61.0,72.12142857142857,4.0,5.91,68.94928571428574
5.189999999999998,51.0,4.550000000000004,0.0,5.510000000000002,62.701666666666654
10.329999999999998,61.0,16.835714285714282,0.0,7.109999999999999,60.36357142857145
19.32,78.0,4.550000000000004,0.0,13.910000000000004,2.6016666666666595
4.620000000000001,50.0,64.75,2.0,3.710000000000001,80.135
12.362500000000004,64.75,-6.200000000000003,0.0,7.41,51.38500000000002
9.329999999999998,59.0,64.75,2.0,5.390000000000004,68.11499999999998
6.965714285714284,54.57142857142857,53.69285714285715,3.0,5.91,68.94928571428574
14.04,68.0,13.149999999999999,0.0,12.110000000000003,20.034999999999997
12.348571428571425,64.85714285714286,53.69285714285715,4.0,7.109999999999999,60.36357142857145
20.89,81.0,-38.45,0.0,11.110000000000003,22.63499999999999
9.829999999999998,60.0,26.049999999999997,2.0,7.010000000000002,58.80166666666665
14.61,69.0,4.550000000000004,0.0,11.110000000000003,22.63499999999999
7.329999999999998,55.0,90.55,1.0,1.7100000000000009,85.335
22.46,84.0,4.550000000000004,1.0,16.709999999999997,-17.431666666666672
25.314999999999998,89.5,-6.200000000000003,1.0,20.01,-38.764999999999986
10.615000000000002,61.5,47.55000000000001,1.0,7.010000000000002,58.80166666666665
5.189999999999998,51.0,69.05,1.0,1.3099999999999987,92.75166666666667
12.184999999999995,64.5,26.049999999999997,1.0,9.809999999999999,38.768333333333345
9.0075,58.25,26.049999999999997,0.5,6.41,53.985000000000014
6.475000000000001,53.5,58.3,2.0,5.310000000000002,66.41000000000003
13.54,67.0,26.049999999999997,1.0,5.310000000000002,66.41000000000003
13.69428571428572,67.42857142857143,16.835714285714282,0.0,10.71,34.60642857142858
7.329999999999998,55.0,90.55,1.0,1.7100000000000009,85.335
8.829999999999998,58.0,58.3,2.0,5.310000000000002,66.41000000000003
10.272000000000002,60.800000000000004,38.95,2.0,8.750000000000004,44.07499999999999
9.829999999999998,60.0,26.049999999999997,2.0,8.41,48.785
17.072499999999998,73.75,-6.200000000000003,1.0,9.510000000000002,36.360000000000014
11.470000000000006,63.0,4.550000000000004,0.0,5.510000000000002,62.701666666666654
12.362500000000004,64.75,58.3,2.0,3.210000000000001,81.43500000000002
4.947142857142854,50.71428571428571,72.12142857142857,4.0,3.5100000000000016,86.1207142857143
12.362500000000004,64.75,42.175,1.5,8.46,43.8725
13.962857142857146,67.78571428571429,53.69285714285715,2.0,8.96,39.15642857142856
11.470000000000006,63.0,47.55000000000001,2.0,5.510000000000002,62.701666666666654
6.708749999999998,54.125,42.175,2.0,6.260000000000002,68.7225
8.25769230769231,57.30769230769231,50.857692307692304,2.0,7.063846153846153,74.35807692307692
5.905000000000001,52.5,47.55000000000001,1.0,4.210000000000001,78.835
10.806666666666665,62.0,47.55000000000001,2.0,6.643333333333334,68.25722222222224
5.120000000000001,51.0,26.049999999999997,0.0,4.210000000000001,78.835
4.947142857142854,50.71428571428571,72.12142857142857,3.0,2.3099999999999987,94.70642857142859
-3.857999999999997,33.8,90.55,1.0,-3.01,128.215
8.475000000000001,57.5,42.175,2.0,5.210000000000001,76.235
13.77375,67.625,26.049999999999997,2.0,9.41,46.185
6.649000000000001,54.1,51.849999999999994,2.0,5.370000000000001,79.64500000000001
6.48,54.0,64.75,3.0,5.350000000000001,91.175
3.620000000000001,48.0,90.55,2.0,-0.08999999999999808,102.76833333333333
13.097999999999999,66.19999999999999,38.95,3.0,8.750000000000004,44.07499999999999
16.183636363636367,72.36363636363637,8.45909090909091,2.0,13.582727272727276,23.162272727272722
17.808,75.2,13.149999999999999,2.0,12.110000000000003,20.034999999999997
10.615000000000002,61.5,26.049999999999997,2.0,8.41,48.785
6.463333333333335,53.5,33.21666666666667,0.5,4.393333333333334,74.10722222222223
7.6525,55.75,26.049999999999997,0.0,3.210000000000001,81.43500000000002
7.829999999999998,56.0,26.049999999999997,0.0,2.210000000000001,84.03500000000001
8.476363636363637,57.63636363636363,55.368181818181824,2.0,5.946363636363639,77.79863636363635
10.283333333333331,61.0,47.55000000000001,4.0,6.643333333333334,68.25722222222224
11.214000000000006,62.6,13.149999999999999,0.0,7.07,56.095
-1.5899999999999999,38.0,90.55,1.0,-1.9899999999999984,114.08500000000001
6.708749999999998,54.125,74.425,4.5,4.685000000000002,79.99125
9.475000000000001,59.5,51.849999999999994,4.0,7.890000000000004,61.61499999999998
8.829999999999998,58.0,90.55,4.0,3.210000000000001,81.43500000000002
9.760000000000002,60.0,47.55000000000001,2.0,7.576666666666668,61.57944444444445
11.271428571428565,62.64285714285714,35.26428571428572,1.0,4.16,73.49928571428572
3.9243589743589773,48.64102564102564,70.70384615384616,2.0,1.43820512820513,94.87089743589745
16.7175,73.25,9.924999999999997,0.0,12.560000000000002,23.647500000000008
12.362500000000004,64.75,26.049999999999997,1.0,7.41,51.38500000000002
9.475000000000001,59.5,51.849999999999994,3.0,7.050000000000001,67.625
21.604999999999997,82.5,4.550000000000004,1.0,15.410000000000004,-1.2983333333333462
13.021428571428565,66.14285714285714,16.835714285714282,1.0,10.71,34.60642857142858
13.754999999999995,67.5,47.55000000000001,2.0,9.809999999999999,38.768333333333345
13.42333333333334,67.0,33.21666666666667,4.0,9.443333333333335,48.223888888888894
14.166428571428575,68.64285714285714,44.47857142857144,5.0,10.61,51.26357142857145
17.072499999999998,73.75,-6.200000000000003,0.0,13.71,6.310000000000002
24.401999999999994,87.8,-12.650000000000002,1.0,13.790000000000003,8.014999999999986
16.842,73.8,30.35000000000001,4.0,12.630000000000003,39.08833333333334
10.24125,60.875,42.175,3.0,9.41,46.185
18.25,76.0,26.049999999999997,1.0,11.610000000000003,21.335000000000008
19.077142857142853,77.71428571428571,35.26428571428572,4.0,11.91,26.02071428571429
5.050000000000001,51.0,47.55000000000001,2.0,6.643333333333334,68.25722222222224
6.504000000000001,53.6,51.849999999999994,1.5,4.550000000000001,74.125
10.804615384615381,61.88461538461539,60.780769230769224,4.5,6.3984615384615395,64.31576923076923
16.04,72.0,18.883333333333333,1.0,13.176666666666666,21.512777777777785
13.754999999999995,67.5,47.55000000000001,1.0,9.809999999999999,38.768333333333345
10.24125,60.875,58.3,4.0,9.41,46.185
5.082857142857144,51.28571428571429,62.90714285714286,5.0,6.41,81.31357142857144
8.260000000000002,57.0,47.55000000000001,2.0,5.609999999999999,68.81833333333333
13.946666666666665,68.0,33.21666666666667,2.0,9.443333333333335,48.223888888888894
19.837000000000003,79.3,13.149999999999999,2.0,15.450000000000003,7.525000000000006
14.61,69.0,4.550000000000004,0.0,11.110000000000003,22.63499999999999
9.657142857142855,59.71428571428571,53.69285714285715,3.0,7.109999999999999,60.36357142857145
12.820714285714281,66.07142857142857,26.049999999999997,1.0,11.21,46.97071428571431
7.297499999999999,55.25,26.049999999999997,0.0,7.310000000000002,61.21000000000001
14.718181818181819,69.31818181818181,31.91363636363637,2.0,10.06909090909091,35.775909090909096
6.475000000000001,53.5,90.55,4.0,3.210000000000001,81.43500000000002
17.75,75.0,47.55000000000001,2.0,8.309999999999999,42.66833333333335
12.362500000000004,64.75,26.049999999999997,1.0,7.41,51.38500000000002
3.678000000000001,48.199999999999996,64.75,3.0,5.390000000000004,68.11499999999998
4.353750000000002,49.625,58.3,2.0,4.16,83.7475
9.329999999999998,59.0,38.95,2.0,5.390000000000004,68.11499999999998
2.2557142857142836,45.57142857142857,72.12142857142857,3.0,2.3099999999999987,94.70642857142859
6.504000000000001,53.6,38.95,1.0,3.710000000000001,80.135
4.620000000000001,50.0,64.75,1.0,2.030000000000001,92.155
17.072499999999998,73.75,58.3,2.0,9.510000000000002,36.360000000000014
11.652499999999996,63.75,47.55000000000001,5.0,9.310000000000002,56.01000000000002
